place_id,name,lat,lon,zone,zone_detail
35889363,Harbor Route Solutions,-165.68041773674673,38.98946585258907,industrial,
2519420987,The Bait & Stich,-165.9570387791253,39.09481909072149,tourism,restaurant
3753651731,High Seas Fishing Inc.,-165.88631162829017,39.65407871983316,industrial,
491334376,Blue Wave Shipping,-165.59436715313234,39.55699548649617,industrial,
30192735,Bay Harvest Corporation,-165.88484202581887,39.65638234598041,industrial,
35922181,Harbor Builders,-165.67106823674675,38.99472785258907,industrial,
35872967,Haacklee Assembly Co.,-165.67991093674675,38.99139455258907,industrial,
48468290,Waveside Townhomes,-165.60067726355345,39.52500051834688,residential,
48480127,Tidewater Flats,-165.57066762430367,39.53933129844945,residential,
30188848,Anchor Way Grill,-165.89024291493132,39.66693913163159,tourism,restaurant
5849775342,Sailor's Perch Light,-165.88650085201039,39.66183797473577,tourism,
9196630064,Himark City Hall,-165.88410403403049,39.66355038525348,government,city hall
48475647,Lomark Civic Plaza,-165.59719356711753,39.521992579121736,government,city hall
581717431,Tropics Environmental Hub,-164.56100199599447,39.27513421446645,government,environmental
37828755,Dock & Roll Hall of Fame,-164.35807949540566,39.42597256526823,tourism,restaurant
35844638,Captain's Market,-165.69677153674675,39.004580452589074,tourism,
35908634,Harbor's Edge Grill,-165.68781233674673,38.986061952589075,tourism,
35913119,Harborfront Market,-165.69280983674673,38.99415685258907,commercial,
37831107,Paakland Elementary,-164.33389296662074,39.40304106198244,residential,
Haacklee Ferry Terminal,Haacklee Ferry Terminal,-165.69052499370062,38.98619322533421,government,
South Paackland Ferry Terminal,South Paackland Ferry Terminal,-164.5617706590138,39.085916893028504,government,
582184557,Pacific Nature Bureau,-164.56334829936853,39.27182934781,government,environmental
581853838,Jordan Administrative Center,-164.5619100225969,39.271378990764816,government,
37830690,,-164.384824809446,39.42718772248599,commercial,
37826661,Paackland Post Office,-164.37123305208138,39.42202773680567,government,post office
37892464,Paackland Admin Center,-164.39959047333537,39.4325916424221,government,administrative office
950773347,,-165.57998219472879,39.54770000767645,commercial,
Suna Spit,Suna Spit,-165.75677149453168,39.594240090235004,connector,
36988183,Port Grove Customs House,-165.95536906156963,39.09578125508084,government,customs
35868389,Harborside Mall,-165.69580273674674,39.00556395258907,commercial,mall
37831223,,-164.34841703185134,39.42079404307065,residential,
2564318352,Eastside Memorial Toll,-164.3499556650031,39.42398265227752,government,tolls
48530519,,-165.59811479738505,39.55016159675058,commercial,
48534978,Lomark Post Office,-165.58690251542836,39.511543954732794,government,post office
12674442354,,-165.8834821103486,39.654055788668906,commercial,
30179401,Himark Customs,-165.88193775383604,39.657052492613595,government,customs
Port Grove Ferry Terminal,Port Grove Ferry Terminal,-165.95445417136068,39.09221996333593,government,
Paackland Ferry Terminal,Paackland Ferry Terminal,-164.40892536689856,39.440779216574775,government,
Himark Ferry Terminal,Himark Ferry Terminal,-165.88561230643285,39.65564904671655,government,
48580678,,-165.60467062257007,39.547945019056534,commercial,
48591000,Port Authority Office,-165.5764102688019,39.53856305049022,government,customs
9839219428,,-165.58938606887824,39.55789839549127,industrial,
Lomark Ferry Terminal,Lomark Ferry Terminal,-165.56286099848157,39.52326717231431,government,
30187146,,-165.88836749842514,39.66613244830564,residential,
37864373,,-164.34341465950638,39.41518140613042,residential,
2564179411,Paackland Control Office,-164.3405394542059,39.4253968077931,government,inspections
37799737,Port Office of Customs A,-164.35414241114626,39.431952595239245,government,customs
48511187,,-165.59625808330424,39.54334627362747,commercial,
8774871637,,-165.68811073674675,39.00557845258907,residential,
36979025,,-165.95318240998887,39.09596026344447,residential,
48511194,,-165.6003499240121,39.55045654962996,commercial,
37866955,Paackland City Hall,-164.3360581789102,39.41241400428792,government,city hall
35889122,,-165.69023073674674,39.004597552589075,residential,
37872598,,-164.33632554127007,39.4228595190966,residential,
37810321,Tours Central Ticketing,-164.41392243354372,39.43735475916919,tourism,trips
37852571,Port Office of Customs B,-164.40674823511532,39.438693635350795,government,customs
2912844717,,-164.55632875323528,39.0892642147386,residential,
4978801697,Himark Postal Station,-165.88276569384072,39.66152345845989,government,post office
37834631,,-164.3496178491704,39.418077966463436,residential,
582261047,Centralia Post Office,-164.57730210407283,39.26024485966231,government,post office
48542802,,-164.5585389745007,39.08794751195976,commercial,
48568668,Harbor Green Initiative,-164.5583491882419,39.08565208320112,government,environmental
35885796,,-165.67928633674674,38.99644715258907,industrial,
581860792,,-164.5262967223286,39.32875397539827,commercial,
36952113,,-165.95780617288898,39.09599365570965,commercial,
582199729,,-164.537200370306,39.32119732529493,commercial,
37862864,,-164.33880553523505,39.41323924354682,commercial,
37833911,,-164.33601742546975,39.40906459131738,commercial,
48557904,,-165.57590844860275,39.52358567240899,residential,
37810347,,-164.41379519825202,39.43895353715896,commercial,
48580702,,-165.59964180138792,39.550885245266905,commercial,
48499016,,-165.59094527419813,39.52979101832478,commercial,
48511190,,-165.5996498661283,39.549250613806926,commercial,
37882709,,-164.33798234872467,39.42199384440688,commercial,
37810348,,-164.41457355517758,39.439205583417454,commercial,
2519421134,,-165.95415341508547,39.09305249360618,commercial,
37858059,,-164.3774348843228,39.423192848263504,commercial,
37766140,,-164.41438507253233,39.4407566449354,commercial,
30196032,,-165.8844400898808,39.6617441194465,commercial,
48549608,,-165.57202207305323,39.51384287249994,residential,
48531042,,-164.5557559462198,39.08690084291576,commercial,
581861511,,-164.53061865849085,39.32870138443529,commercial,
37857689,,-164.37325493253616,39.42441893713116,commercial,
30188922,,-165.88536403880295,39.6616649929698,commercial,
48512198,,-165.57955541831475,39.515045409243875,residential,
581678301,,-164.52350414705472,39.327977300859104,commercial,
48501909,,-165.57153546603948,39.528447644428816,commercial,
30179053,,-165.8837775687294,39.653684239741814,commercial,
48531040,South Paackland Post Office,-164.5566138703274,39.08771864411137,government,post office
37831236,,-164.3467978814026,39.419815693912916,residential,
7557795052,,-164.35047346259358,39.41962100054277,residential,
7557795055,,-164.3517579822531,39.42026654722918,residential,
416797704,,-165.69082493674676,39.00455045258907,commercial,
2133935896,,-165.60212892098892,39.539400062780324,commercial,
48510772,,-165.56866837442223,39.51146909607778,residential,
491470184,,-164.54876620296454,39.100137684097696,residential,
12629409643,,-165.59197117413012,39.555853129130476,industrial,
581815970,,-164.5321190847844,39.32248470148234,commercial,
582382094,Centralia Checkpoint Office,-164.57564396402526,39.261334785821575,government,customs
30194356,,-165.88340437738646,39.654303626108764,commercial,
37849292,,-164.33606725277482,39.417646687893374,commercial,
48389218,,-165.57531017352153,39.54023822957141,commercial,
48516745,,-164.55603550035772,39.08875282271692,residential,
1332340938,South Paackland City Hall,-164.558629732314,39.08791538378956,government,city hall
35877808,Haacklee Inspection Bureau,-165.68780873674675,38.989936752589074,government,inspections
5865952509,,-165.88441032865,39.66352526741037,commercial,
30185051,Harborland Mall,-165.88630464756835,39.66341841079805,commercial,mall
37883680,,-164.36799923490443,39.421663072458536,residential,
2858406995,,-165.60150681224695,39.5424433388314,commercial,
37857657,,-164.3801333823309,39.424502912609306,commercial,
3348139873,,-165.5704574908293,39.52913213659554,commercial,
48476691,,-165.58070030913012,39.54984121830518,commercial,
37843182,,-164.37659530325868,39.42172904532362,commercial,
36988137,Harbor Bistro,-165.95607396535178,39.09538178424596,commercial,restaurant
6005475078,Sailor's Bistro,-164.55447862732095,39.08172551394063,commercial,restaurant
48531694,,-165.58947086316522,39.51042346350449,residential,
582184632,,-164.58389497379846,39.26275631320182,commercial,
2564179398,,-164.3411506508738,39.42432778411088,commercial,
581738844,Hula Lounge,-164.5290654285621,39.328911028868646,commercial,restaurant
691146642,,-165.58607156562766,39.527456507459455,commercial,
48504771,,-164.55991395481811,39.086134125369234,commercial,
2459691595,,-165.8863935797117,39.662488375807364,commercial,
36959793,,-165.95263136031565,39.095058817413005,residential,
37867870,,-164.40989095175962,39.437221690449086,commercial,
2919456351,,-164.55593913947072,39.08869176217771,residential,
48488713,,-164.55740845861612,39.08847582621727,residential,
37881322,,-164.33197611092436,39.411691353439345,residential,
37840381,,-164.3883685651764,39.42786215751138,commercial,
48524699,,-164.5579795343852,39.08585385890894,commercial,
48484175,,-165.5854576077611,39.554646101240856,commercial,
2091381119,Island Brew Cafe,-164.58096016626126,39.26133205891986,commercial,cafe
9839219423,,-165.5883492289449,39.55828593604745,industrial,
37862851,,-164.3369180900125,39.41622319456882,commercial,
12698974244,,-165.6072588278771,39.53826412214878,commercial,
2303890866,,-165.57153094697804,39.53094821718481,commercial,
8742962146,,-165.5864364027186,39.52896302383741,commercial,
581588620,Centralia Council Hall,-164.56049553295816,39.27092042261076,government,city hall
581725347,,-164.58045350781092,39.259471688756506,commercial,
35914719,,-165.69083873674674,39.003818752589076,commercial,
2133919910,,-165.59860697329043,39.54135367042492,commercial,
48590938,,-165.6132829440773,39.5409827974782,commercial,
48503211,,-165.57092489242063,39.51309449989922,residential,
581862761,,-164.5308015228798,39.328773386832836,commercial,
6005475082,,-164.55520097644765,39.08250712294721,commercial,
48531032,,-165.586772281808,39.5186259834855,commercial,
2133919891,,-165.60004469728094,39.54127808142372,commercial,
582382221,,-164.57842655752808,39.26780658183567,commercial,
48534420,,-165.60396576138874,39.52055336367821,residential,
12687824227,,-165.59151644938083,39.520972122761215,commercial,
48508501,,-165.59184303625634,39.53140438782268,commercial,
37858030,,-164.38811752620364,39.42828336976685,commercial,
48552137,,-165.5867337778187,39.52005429261968,commercial,
36955939,,-165.95176446036754,39.09561590265777,residential,
37862867,,-164.33919187554704,39.41264188249742,commercial,
48510013,,-165.5758038340333,39.541084474659506,commercial,
2148547967,,-165.61135768688638,39.53430935420588,commercial,
48462883,,-165.6174453298977,39.541057861199796,commercial,
48567071,,-164.5567391887199,39.08157567999374,commercial,
7557795048,,-164.34729475221536,39.41750748842046,residential,
582256026,,-164.54490102330814,39.31982679862941,commercial,
581622419,,-164.52604109211052,39.32737587772698,commercial,
2858138942,,-165.59696350861552,39.54178810610754,commercial,
48554034,,-165.5725492704693,39.5340432052102,commercial,
9839219434,,-165.59188946664216,39.55581300760995,industrial,
48508495,,-165.58886613919256,39.52614305085934,commercial,
2091409677,,-164.5807288348224,39.269265145618974,commercial,
582327013,,-164.53862341055785,39.32305503390545,commercial,
48498977,,-165.59319558406224,39.52821986934217,residential,
48543659,Harborfront Boutiques,-164.55774386550792,39.087195010544754,commercial,shops
581874286,,-164.5802398942776,39.26483078791759,commercial,
48513116,,-165.59052161686145,39.52070702229265,commercial,
48572314,,-165.61740966292393,39.540568884189106,commercial,
